<	SYM	<
doc	NN	doc
>	SYM	>
&	CC	&
gt	NN	gt
;	:	;
&	CC	&
gt	NN	gt
;	:	;
CNN	NP	CNN
'	POS	'
S	NP	S
OREN	NP	Oren
LIEBERMANN	NP	Liebermann
ENTERED	VVD	enter
GAZA	NP	Gaza
WITH	IN	with
THE	DT	the
ISRAEL	NP	Israel
DEFENSE	NN	defense
FORCES	NNS	force
TO	TO	to
SEE	VV	see
THE	DT	the
TUNNEL	NN	tunnel
SHAFT	NN	shaft
NEAR	IN	near
AL	NP	al
-	NP	-
SHIFA	NP	Shifa
,	,	,
AND	CC	and
WHAT	WP	what
LIES	VVZ	lie
BENEATH	IN	beneath
.	SENT	.
CNN	NP	CNN
REPORTED	VVD	report
FROM	IN	from
GAZA	NP	Gaza
UNDER	IN	under
IDF	NP	IDF
ESCORT	NN	escort
AT	IN	at
ALL	DT	all
TIMES	NNS	time
,	,	,
AS	IN	as
A	DT	a
CONDITION	NN	condition
FOR	IN	for
JOURNALISTS	NNS	journalist
TO	TO	to
JOIN	VV	join
THEM	PP	them
.	SENT	.
THE	DT	the
MEDIA	NNS	medium
OUTLETS	NNS	outlet
HAVE	VHP	have
TO	TO	to
SUBMIT	VV	submit
FITTED	JJ	fitted
FOOTAGE	NN	footage
FILMED	VVN	film
IN	IN	in
GAZA	NP	Gaza
TO	TO	to
THE	DT	the
IDF	NP	IDF
FOR	IN	for
REVIEW	NP	REVIEW
.	SENT	.
CNN	NP	CNN
RETAINED	VVD	retain
EDITORIAL	JJ	editorial
CONTROL	NN	control
OVER	IN	over
THE	DT	the
FINAL	JJ	final
REPORT	NN	report
,	,	,
HERE	RB	here
IS	VBZ	be
ORANGE	JJ	orange
REPORT	NN	report
.	SENT	.
&	CC	&
gt	NN	gt
;	:	;
&	CC	&
gt	NN	gt
;	:	;
WE	PP	we
GO	VVP	go
UNDER	RB	under
COVER	VV	cover
OF	IN	of
DARKNESS	NN	darkness
,	,	,
AS	IN	as
WE	PP	we
CROSS	VVP	cross
THE	DT	the
BORDER	NN	border
FENCE	VV	fence
IT	PP	it
'	POS	'
S	NP	S
LIGHTS	NNS	light
OUT	RP	out
ACROSS	IN	across
THE	DT	the
GAZA	NP	Gaza
STRIP	NN	strip
.	SENT	.
ESCORTED	VVN	escort
BY	IN	by
THE	DT	the
TANK	NN	tank
,	,	,
SWITCH	NN	switch
INTO	IN	into
PERSONNEL	JJ	personnel
CARRIER	NN	carrier
FOR	IN	for
THE	DT	the
FINAL	JJ	final
STRETCH	NN	stretch
.	SENT	.
EVEN	RB	even
THROUGH	IN	through
A	DT	a
NIGHT	NN	night
VISION	NN	vision
SCREEN	NN	screen
,	,	,
YOU	PP	you
CAN	MD	can
SEE	VV	see
THE	DT	the
MAGNITUDE	NN	magnitude
OF	IN	of
THE	DT	the
DESTRUCTION	NN	destruction
ON	IN	on
THE	DT	the
STREETS	NNS	street
OF	IN	of
GAZA	NP	Gaza
CITY	NN	city
.	SENT	.
WE	PP	we
OFF	RB	off
-	JJ	-
LOAD	NN	load
AT	IN	at
THE	DT	the
AL	NP	al
-	NN	-
SHIFA	NP	Shifa
HOSPITAL	NN	hospital
,	,	,
MAKE	VV	make
OUR	PP$	our
WAY	NN	way
ACROSS	IN	across
-	NN	-
-	NN	-
OR	CC	or
WHAT	WP	what
'	POS	'
S	NP	S
LEFT	VVD	leave
OF	IN	of
IT	PP	it
.	SENT	.
WE	PP	we
NEED	VVP	need
TO	TO	to
KEEP	VV	keep
OUR	PP$	our
LIGHTS	NNS	light
OFF	IN	off
MOST	JJS	most
OF	IN	of
THE	DT	the
TIME	NN	time
OR	CC	or
RISK	NN	risk
EXPOSING	VVG	expose
OUR	PP$	our
POSITION	NN	position
.	SENT	.
ISRAEL	NP	Israel
DEFENSE	NN	defense
FORCES	NNS	force
ESCORT	VVP	escort
AT	IN	at
ALL	DT	all
TIMES	NNS	time
.	SENT	.
AS	IN	as
A	DT	a
CONDITION	NN	condition
FOR	IN	for
JOURNALIST	NN	journalist
TO	TO	to
JOIN	VV	join
THIS	DT	this
WITH	IN	with
THE	DT	the
IDF	NP	IDF
,	,	,
THEY	PP	they
MUST	MD	must
SUMMIT	NN	summit
FOOTAGE	NN	footage
FELL	VVD	fall
TO	TO	to
THE	DT	the
ISRAELI	JJ	Israeli
MILITARY	JJ	military
CENSORS	NNS	censor
FOR	IN	for
REVIEW	NP	REVIEW
.	SENT	.
WITH	IN	with
THE	DT	the
HOSPITAL	NN	hospital
COMPOUND	NN	compound
WE	PP	we
WAIT	VVP	wait
INSIDE	IN	inside
A	DT	a
STRUCTURE	NN	structure
TO	TO	to
MAKE	VV	make
SURE	RB	sure
THE	DT	the
AREA	NN	area
IS	VBZ	be
SECURE	JJ	secure
BEFORE	IN	before
MOVING	VVG	move
A	DT	a
SHORT	JJ	short
DISTANCE	NN	distance
TO	TO	to
THE	DT	the
EXPOSED	JJ	exposed
SHAFT	NN	shaft
.	SENT	.
&	CC	&
gt	NN	gt
;	:	;
&	CC	&
gt	NN	gt
;	:	;
HERE	RB	here
IS	VBZ	be
THE	DT	the
ENTRANCE	NN	entrance
,	,	,
YOU	PP	you
SEE	VVP	see
WHAT	WP	what
'	POS	'
S	NP	S
A	NP	A
LADDER	NN	ladder
ACCESS	NN	access
,	,	,
AS	IN	as
I	PP	I
STEP	VVP	step
OVER	RP	over
HERE	RB	here
,	,	,
IT	PP	it
'	POS	'
S	NN	S
DIFFICULT	JJ	difficult
TO	TO	to
SEE	VV	see
HOW	WRB	how
DOWN	RB	down
IT	PP	it
GOES	VVZ	go
.	SENT	.
IT	PP	it
LOOKS	VVZ	look
LIKE	IN	like
IT	PP	it
'	POS	'
S	NP	S
A	DT	a
CENTRAL	JJ	central
SHAFT	NN	shaft
OR	CC	or
STAIRCASE	NN	staircase
.	SENT	.
AND	CC	and
THE	DT	the
SHAFT	NN	shaft
THEN	RB	then
DISAPPEARS	VVZ	disappear
INTO	IN	into
THE	DT	the
DARKNESS	NN	darkness
.	SENT	.
&	CC	&
gt	NN	gt
;	:	;
&	CC	&
gt	NN	gt
;	:	;
WE	PP	we
MOVE	VVP	move
AROUND	IN	around
THE	DT	the
OPENING	NN	opening
FOR	IN	for
A	DT	a
BETTER	JJR	good
LOOK	NN	look
AT	IN	at
THE	DT	the
SHAFT	NN	shaft
,	,	,
IT	PP	it
'	POS	'
S	NN	S
CLEAR	JJ	clear
FROM	IN	from
HERE	RB	here
THAT	IN/that	that
THIS	DT	this
IS	VBZ	be
MEANT	VVN	mean
TO	TO	to
GO	VV	go
DEEP	JJ	deep
UNDERGROUND	NN	underground
.	SENT	.
&	CC	&
gt	NN	gt
;	:	;
&	CC	&
gt	NN	gt
;	:	;
WHICH	WDT	which
DIRECTION	NN	direction
WAS	VBD	be
THE	DT	the
TUNNEL	NN	tunnel
GOING	VVG	go
IN	IN	in
?	SENT	?
&	CC	&
gt	NN	gt
;	:	;
&	CC	&
gt	NN	gt
;	:	;
WE	PP	we
ASSUME	VVP	assume
THE	DT	the
TUNNEL	NN	tunnel
GOES	VVZ	go
OUT	RP	out
,	,	,
IT	PP	it
HAS	VHZ	have
ANOTHER	DT	another
ORDER	NN	order
THIS	DT	this
WAY	NN	way
,	,	,
TOWARDS	IN	towards
THE	DT	the
HOSPITAL	NN	hospital
.	SENT	.
YOU	PP	you
EXIT	VVP	exit
THE	DT	the
HOSPITAL	NN	hospital
TO	TO	to
OUTSIDE	NN	outside
[	SYM	[
INAUDIBLE	JJ	inaudible
]	SYM	]
THE	DT	the
WAY	NN	way
HAMAS	NN	HAMAS
IS	VBZ	be
WORKING	VVG	work
AS	IN	as
IT	PP	it
'	POS	'
S	NP	S
GOING	VVG	go
OUT	RP	out
SOMEWHERE	RB	somewhere
,	,	,
SHOOTING	VVG	shoot
TO	TO	to
THE	DT	the
FORCES	NNS	force
AND	CC	and
GOING	VVG	go
BACK	RB	back
INSIDE	RB	inside
TO	TO	to
THE	DT	the
SAFE	JJ	safe
PLACE	NN	place
.	SENT	.
&	CC	&
gt	NN	gt
;	:	;
&	CC	&
gt	NN	gt
;	:	;
WE	PP	we
WEREN	NP	WEREN
'	POS	'
T	NN	T
ALLOWED	VVD	allow
TO	TO	to
ENTER	VV	enter
THE	DT	the
SHAFT	NN	shaft
,	,	,
ISRAELI	JJ	Israeli
MILITARY	NNS	military
HAVE	VHP	have
SPECIAL	JJ	special
GEAR	NN	gear
DOWN	RB	down
TO	TO	to
SEE	VV	see
WHERE	WRB	where
IT	PP	it
LEADS	VVZ	lead
.	SENT	.
INSIDE	IN	inside
THE	DT	the
VIDEO	NN	video
SHOWS	VVZ	show
A	DT	a
SPIRAL	NN	spiral
STAIRCASE	NN	staircase
AS	IN	as
THE	DT	the
CAMERA	NN	camera
ORIENTS	VVZ	orient
ITSELF	PP	itself
IT	PP	it
