okay	JJ	okay
let	NN	let
'	POS	'
s	NNS	s
get	VVP	get
more	RBR	more
now	RB	now
on	IN	on
uh	UH	uh
the	DT	the
Israeli	JJ	Israeli
government	NN	government
decision	NN	decision
to	TO	to
close	VV	close
down	IN	down
the	DT	the
uh	UH	uh
Al	NP	Al
jazer	JJ	jazer
uh	UH	uh
TV	NN	TV
channel	VV	channel
uh	UH	uh
in	IN	in
Israel	NP	Israel
this	DT	this
has	VHZ	have
been	VBN	be
happening	VVG	happen
throughout	IN	throughout
the	DT	the
day	NN	day
and	CC	and
Sebastian	NP	Sebastian
user	NN	user
is	VBZ	be
our	PP$	our
Middle	JJ	middle
East	JJ	East
Analyst	NN	analyst
at	IN	at
the	DT	the
BBC	NP	BBC
World	NP	World
Service	NP	Service
and	CC	and
we	PP	we
'	POS	'
ve	NN	ve
had	VHD	have
some	DT	some
some	DT	some
news	NN	news
in	IN	in
um	NNS	um
just	RB	just
in	IN	in
the	DT	the
last	JJ	last
half	NN	half
an	DT	an
hour	NN	hour
or	CC	or
so	RB	so
Sebastian	NP	Sebastian
from	IN	from
Frank	NP	Frank
Gardner	NP	Gardner
our	PP$	our
security	NN	security
correspondent	NN	correspondent
in	IN	in
Jerusalem	NP	Jerusalem
who	WP	who
says	VVZ	say
that	IN/that	that
Israeli	JJ	Israeli
police	NNS	police
have	VHP	have
already	RB	already
raided	VVN	raid
the	DT	the
offices	NNS	office
of	IN	of
the	DT	the
Qatar	NP	Qatar
based	VVN	base
Channel	NP	Channel
um	NNS	um
and	CC	and
that	DT	that
was	VBD	be
just	RB	just
within	IN	within
hours	NNS	hour
wasn	NN	wasn
'	POS	'
t	NN	t
it	PP	it
of	IN	of
of	IN	of
that	DT	that
decision	NN	decision
right	NN	right
to	TO	to
to	TO	to
shut	VV	shut
it	PP	it
down	IN	down
it	PP	it
it	PP	it
seems	VVZ	seem
very	RB	very
very	JJ	very
Swift	NP	Swift
it	PP	it
is	VBZ	be
it	PP	it
'	POS	'
s	JJ	s
Swift	NP	Swift
but	CC	but
it	PP	it
has	VHZ	have
been	VBN	be
building	VVG	build
for	IN	for
some	DT	some
time	NN	time
and	CC	and
this	DT	this
is	VBZ	be
something	NN	something
that	IN/that	that
the	DT	the
Israeli	JJ	Israeli
government	NN	government
now	RB	now
this	DT	this
far	RB	far
right	JJ	right
government	NN	government
has	VHZ	have
very	RB	very
much	RB	much
pushed	VVN	push
for	IN	for
and	CC	and
especially	RB	especially
in	IN	in
the	DT	the
context	NN	context
of	IN	of
the	DT	the
Gaza	NP	Gaza
War	NP	War
event	NN	event
since	IN	since
October	NP	October
the	DT	the
7th	JJ	7th
the	DT	the
hamus	NN	hamus
attacks	NNS	attack
on	IN	on
Israel	NP	Israel
then	RB	then
in	IN	in
which	WDT	which
Al	NP	Al
jazer	NN	jazer
which	WDT	which
Israel	NP	Israel
has	VHZ	have
accused	VVN	accuse
for	IN	for
a	DT	a
very	RB	very
long	JJ	long
time	NN	time
of	IN	of
being	VBG	be
anti	JJ	anti
-	NN	-
israeli	VVG	israeli
it	PP	it
'	POS	'
s	NN	S
acted	VVD	act
