now	RB	now
Russia	NP	Russia
is	VBZ	be
the	DT	the
most	RBS	most
sanctioned	VVN	sanction
country	NN	country
in	IN	in
the	DT	the
world	NN	world
and	CC	and
yet	RB	yet
this	DT	this
year	NN	year
its	PP$	its
economy	NN	economy
is	VBZ	be
set	VVN	set
to	TO	to
grow	VV	grow
faster	RBR	faster
than	IN	than
all	DT	all
advanced	JJ	advanced
economies	NNS	economy
according	VVG	accord
to	TO	to
the	DT	the
international	JJ	international
monetary	JJ	monetary
fund	NN	fund
later	RBR	later
today	NN	today
the	DT	the
Russian	NP	Russian
President	NP	President
Vladimir	NP	Vladimir
Putin	NP	Putin
is	VBZ	be
hosting	VVG	host
an	DT	an
international	JJ	international
economic	JJ	economic
Forum	NP	Forum
in	IN	in
St	NP	St
Petersburg	NP	Petersburg
our	PP$	our
Russia	NP	Russia
editor	NN	editor
Steve	NP	Steve
Rosenberg	NP	Rosenberg
is	VBZ	be
in	IN	in
St	NP	St
Petersburg	NP	Petersburg
with	IN	with
more	JJR	more
on	IN	on
what	WP	what
we	PP	we
can	MD	can
expect	VV	expect
to	TO	to
hear	VV	hear
from	IN	from
President	NP	President
Putin	NP	Putin
well	RB	well
I	PP	I
mean	VVP	mean
it	PP	it
'	''	'
s	VVG	s
an	DT	an
international	JJ	international
economic	JJ	economic
Forum	NP	Forum
so	CC	so
uh	UH	uh
the	DT	the
economy	NN	economy
is	VBZ	be
going	VVG	go
to	TO	to
be	VB	be
top	JJ	top
of	IN	of
the	DT	the
list	NN	list
we	PP	we
'	POS	'
ll	NNS	ll
hear	VVP	hear
a	DT	a
lot	NN	lot
about	IN	about
the	DT	the
economy	NN	economy
and	CC	and
certainly	RB	certainly
the	DT	the
Russian	JJ	Russian
authorities	NNS	authority
are	VBP	be
trying	VVG	try
to	TO	to
use	VV	use
this	DT	this
year	NN	year
'	POS	'
s	JJ	s
event	NN	event
this	DT	this
year	NN	year
'	POS	'
s	JJ	s
Forum	NP	Forum
to	TO	to
say	VV	say
look	VV	look
we	PP	we
know	VV	know
we	PP	we
'	POS	'
re	NN	re
heavily	RB	heavily
sanctioned	VVN	sanction
by	IN	by
the	DT	the
west	NN	west
but	CC	but
there	EX	there
are	VBP	be
plenty	NN	plenty
of	IN	of
other	JJ	other
regions	NNS	region
and	CC	and
countries	NNS	country
in	IN	in
the	DT	the
world	NN	world
ready	JJ	ready
to	TO	to
do	VV	do
business	NN	business
with	IN	with
Russia	NP	Russia
so	IN	so
you	PP	you
know	VVP	know
I	PP	I
haven	NN	haven
'	POS	'
t	NN	t
seen	VVN	see
this	DT	this
week	NN	week
many	JJ	many
um	NN	um
CEOs	NNS	CEO
from	IN	from
America	NP	America
or	CC	or
Europe	NP	Europe
but	CC	but
delegations	NNS	delegation
from	IN	from
Asia	NP	Asia
from	IN	from
Africa	NP	Africa
from	IN	from
the	DT	the
Middle	NP	Middle
East	NP	East
from	IN	from
South	NP	South
America	NP	America
so	IN	so
I	PP	I
expect	VVP	expect
president	NN	president
Putin	NN	Putin
will	MD	will
make	VV	make
that	DT	that
point	NN	point
but	CC	but
apart	RB	apart
from	IN	from
the	DT	the
economy	NN	economy
there	RB	there
'	POS	'
s	NNS	s
going	VVG	go
to	TO	to
be	VB	be
a	DT	a
lot	NN	lot
I	PP	I
think	VVP	think
about	IN	about
geopolitics	NN	geopolitics
um	NNS	um
that	RB	that
'	''	'
s	RB	s
been	VBN	be
bubbling	VVG	bubble
away	RB	away
in	IN	in
the	DT	the
background	NN	background
in	IN	in
St	NP	St
Petersburg	NP	Petersburg
this	DT	this
week	NN	week
the	DT	the
war	NN	war
in	IN	in
Ukraine	NP	Ukraine
The	DT	the
Soaring	VVG	soar
tensions	NNS	tension
between	IN	between
Russia	NP	Russia
and	CC	and
