<video_id>PCvBTMITO1o</video_id>	JJ	<video_id>PCvBTMITO1o</video_id>
<video_title>‘No	NN	<video_title>‘No
place	NN	place
safe	JJ	safe
for	IN	for
children	NNS	child
in	IN	in
Gaza’:	NP	Gaza’:
UNICEF</video_title>	NP	UNICEF</video_title>
<thumbnail_path>data/en_AJ\‘No	NN	<thumbnail_path>data/en_AJ\‘No
place	NN	place
safe	JJ	safe
for	IN	for
children	NNS	child
in	IN	in
Gaza’	NP	Gaza’
UNICEF.jpg</thumbnail_path>	NP	UNICEF.jpg</thumbnail_path>
<publish_date>20231112</publish_date>	JJ	<publish_date>20231112</publish_date>
<doc>	NN	<doc>
well	NN	well
let's	NNS	let's
find	VVP	find
out	RP	out
more	RBR	more
about	IN	about
the	DT	the
plight	NN	plight
of	IN	of
children	NNS	child
in	IN	in
Gaza	NP	Gaza
and	CC	and
speak	VV	speak
to	TO	to
Toby	NP	Toby
frier	NN	frier
who	WP	who
spokesman	NN	spokesman
for	IN	for
the	DT	the
un's	JJ	un's
children's	NN	children's
agency	NN	agency
UNICEF	NP	UNICEF
is	VBZ	be
joining	VVG	join
us	PP	us
live	VVP	live
from	IN	from
am	RB	am
man	NN	man
thank	VV	thank
you	PP	you
Toby	NP	Toby
for	IN	for
being	VBG	be
with	IN	with
us	PP	us
on	IN	on
Al	NP	Al
jazer	NN	jazer
I	PP	I
want	VVP	want
to	TO	to
start	VV	start
off	RP	off
with	IN	with
with	IN	with
the	DT	the
babies	NNS	baby
at	IN	at
alifa	NN	alifa
hospital	NN	hospital
the	DT	the
babies	NNS	baby
in	IN	in
need	NN	need
of	IN	of
intensive	JJ	intensive
care	NN	care
at	IN	at
risk	NN	risk
because	IN	because
they've	NNS	they've
been	VBN	be
taking	VVG	take
out	RP	out
of	IN	of
the	DT	the
the	DT	the
their	PP$	their
incubators	NNS	incubator
there	RB	there
how	WRB	how
concerning	VVG	concern
is	VBZ	be
this	DT	this
for	IN	for
Unicef	NN	Unicef
and	CC	and
what	WP	what
are	VBP	be
your	PP$	your
team's	NNS	team's
on	IN	on
the	DT	the
ground	NN	ground
telling	VVG	tell
you	PP	you
about	IN	about
what's	NNS	what's
being	VBG	be
done	VVN	do
to	TO	to
prevent	VV	prevent
these	DT	these
babies	NNS	baby
from	IN	from
dying	VVG	die
yeah	RB	yeah
I	PP	I
mean	VVP	mean
I	PP	I
mean	VVP	mean
it's	NNS	it's
it's	NNS	it's
a	DT	a
tragedy	NN	tragedy
uh	UH	uh
we've	NN	we've
got	VVD	get
to	TO	to
the	DT	the
stage	NN	stage
now	RB	now
where	WRB	where
we	PP	we
have	VHP	have
premature	JJ	premature
babies	VVZ	baby
uh	UH	uh
inside	RB	inside
a	DT	a
hospital	NN	hospital
who	WP	who
who	WP	who
are	VBP	be
struggling	VVG	struggle
to	TO	to
stay	VV	stay
alive	RB	alive
who	WP	who
are	VBP	be
already	RB	already
dying	VVG	die
uh	UH	uh
because	IN	because
of	IN	of
a	DT	a
lack	NN	lack
of	IN	of
access	NN	access
to	TO	to
electricity	NN	electricity
the	DT	the
power's	NNS	power's
off	RP	off
there's	RB	there's
no	RB	no
water	VV	water
uh	UH	uh
there's	RB	there's
intense	JJ	intense
attacks	NNS	attack
around	IN	around
um	NNS	um
and	CC	and
and	CC	and
the	DT	the
situation	NN	situation
is	VBZ	be
absolutely	RB	absolutely
D	NN	D
imagine	VV	imagine
being	VBG	be
your	PP$	your
father	NN	father
mother	NN	mother
of	IN	of
those	DT	those
child	NN	child
sort	NN	sort
of	IN	of
watching	VVG	watch
helplessly	RB	helplessly
um	JJ	um
so	IN	so
it's	NN	it's
it's	NNS	it's
really	RB	really
cast	VVD	cast
stopic	JJ	stopic
right	NN	right
now	RB	now
you	PP	you
know	VVP	know
and	CC	and
we've	NN	we've
said	VVD	say
you	PP	you
we	PP	we
said	VVD	say
uh	UH	uh
a	DT	a
couple	NN	couple
of	IN	of
days	NNS	day
ago	RB	ago
that	IN/that	that
the	DT	the
Child	NP	Child
Health	NP	Health
Service	NP	Service
is	VBZ	be
for	IN	for
1	CD	@card@
million	CD	million
children	NNS	child
across	IN	across
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
and	CC	and
now	RB	now
really	RB	really
at	IN	at
at	IN	at
breaking	VVG	break
point	NN	point
you	PP	you
know	VVP	know
not	RB	not
just	RB	just
the	DT	the
the	DT	the
specific	JJ	specific
case	NN	case
of	IN	of
these	DT	these
per	FW	per
of	IN	of
babies	NNS	baby
in	IN	in
alifa	NN	alifa
but	CC	but
but	RB	but
across	IN	across
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
they	PP	they
know	VVP	know
there	EX	there
is	VBZ	be
no	DT	no
safe	JJ	safe
place	NN	place
for	IN	for
for	IN	for
children	NNS	child
right	RB	right
now	RB	now
Toby	NP	Toby
are	VBP	be
you	PP	you
uh	UH	uh
talking	VVG	talk
to	TO	to
Israeli	JJ	Israeli
authorities	NNS	authority
about	IN	about
the	DT	the
plight	NN	plight
of	IN	of
children	NNS	child
and	CC	and
the	DT	the
plight	NN	plight
of	IN	of
these	DT	these
babies	NNS	baby
specifically	RB	specifically
at	IN	at
alifa	NN	alifa
yeah	RB	yeah
in	IN	in
UNICEF	NP	UNICEF
we	PP	we
work	VVP	work
with	IN	with
with	IN	with
everyone	NN	everyone
we	PP	we
work	VVP	work
with	IN	with
all	DT	all
parties	NNS	party
to	TO	to
the	DT	the
conflict	NN	conflict
the	DT	the
UN	NP	UN
does	VVZ	do
as	RB	as
well	RB	well
and	CC	and
we	PP	we
work	VVP	work
at	IN	at
all	DT	all
different	JJ	different
levels	NNS	level
um	NNS	um
and	CC	and
and	CC	and
we	PP	we
keep	VVP	keep
doing	VVG	do
that	IN/that	that
and	CC	and
we'll	NN	we'll
keep	VVP	keep
doing	VVG	do
that	IN/that	that
because	IN	because
what	WP	what
we	PP	we
need	VVP	need
now	RB	now
is	VBZ	be
is	VBZ	be
urgent	JJ	urgent
you	PP	you
know	VVP	know
International	NP	International
action	NN	action
let's	NNS	let's
say	VVP	say
to	TO	to
to	TO	to
stop	VV	stop
you	PP	you
know	VV	know
saying	VVG	say
you	PP	you
know	VVP	know
enough	RB	enough
is	VBZ	be
enough	JJ	enough
and	CC	and
we	PP	we
need	VVP	need
to	TO	to
protect	VV	protect
children	NNS	child
now	RB	now
like	IN	like
I	PP	I
said	VVD	say
we've	NN	we've
got	VVD	get
to	TO	to
this	DT	this
stage	NN	stage
where	WRB	where
children	NNS	child
even	RB	even
in	IN	in
hospitals	NNS	hospital
you	PP	you
know	VVP	know
newborns	NNS	newborn
newborns	NNS	newborn
who	WP	who
have	VHP	have
just	RB	just
come	VVN	come
into	IN	into
into	IN	into
the	DT	the
world	NN	world
are	VBP	be
not	RB	not
able	JJ	able
to	TO	to
survive	VV	survive
um	NNS	um
so	IN	so
it's	JJ	it's
it's	NNS	it's
it's	NNS	it's
really	RB	really
horrific	JJ	horrific
situ	NN	situ
situation	NN	situation
for	IN	for
every	DT	every
child	NN	child
you	PP	you
know	VVP	know
for	IN	for
every	DT	every
parent	NN	parent
across	IN	across
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
yeah	RB	yeah
and	CC	and
many	JJ	many
Health	NP	Health
Care	NP	Care
Facilities	NPS	Facilities
as	IN	as
you	PP	you
say	VVP	say
dedicated	VVN	dedicate
to	TO	to
children	NNS	child
in	IN	in
Gaza	NP	Gaza
have	VHP	have
seized	VVN	seize
their	PP$	their
operations	NNS	operation
and	CC	and
what	WP	what
children	NNS	child
uh	UH	uh
um	NNS	um
in	IN	in
Gaza	NP	Gaza
are	VBP	be
facing	VVG	face
right	RB	right
now	RB	now
especially	RB	especially
those	DT	those
in	IN	in
the	DT	the
north	NN	north
is	VBZ	be
is	VBZ	be
beyond	IN	beyond
the	DT	the
bombs	NNS	bomb
and	CC	and
mortars	NNS	mortar
isn't	VVD	isn't
it	PP	it
it	PP	it
is	VBZ	be
yeah	RB	yeah
beyond	IN	beyond
the	DT	the
bom	NN	bom
bombs	NNS	bomb
and	CC	and
mortars	VVZ	mortar
we	PP	we
have	VH	have
you	PP	you
know	VV	know
massive	JJ	massive
concerns	NNS	concern
in	IN	in
terms	NNS	term
of	IN	of
disease	NN	disease
outbreaks	NNS	outbreak
you	PP	you
know	VVP	know
we	PP	we
have	VHP	have
a	DT	a
health	NN	health
system	NN	system
that	IN/that	that
that's	NNS	that's
on	IN	on
the	DT	the
brink	NN	brink
um	NN	um
so	IN	so
children	NNS	child
who	WP	who
need	VVP	need
additional	JJ	additional
support	NN	support
children	NNS	child
who	WP	who
have	VHP	have
cancer	NN	cancer
children	NNS	child
with	IN	with
other	JJ	other
conditions	NNS	condition
you	PP	you
know	VVP	know
that	IN/that	that
that	DT	that
support	NN	support
is	VBZ	be
is	VBZ	be
now	RB	now
in	IN	in
incredibly	RB	incredibly
difficult	JJ	difficult
if	IN	if
not	RB	not
impossible	JJ	impossible
to	TO	to
get	VV	get
we	PP	we
also	RB	also
have	VHP	have
you	PP	you
1.6	CD	@card@
million	CD	million
displaced	VVN	displace
people	NNS	people
uh	UH	uh
mainly	RB	mainly
in	IN	in
in	IN	in
the	DT	the
southern	JJ	southern
areas	NNS	area
of	IN	of
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
living	VVG	live
in	IN	in
very	RB	very
very	RB	very
densely	RB	densely
packed	VVD	pack
uh	UH	uh
conditions	NNS	condition
you	PP	you
know	VVP	know
where	WRB	where
families	NNS	family
children	NNS	child
are	VBP	be
living	VVG	live
like	IN	like
many	JJ	many
many	JJ	many
to	TO	to
to	TO	to
a	DT	a
room	NN	room
so	IN	so
the	DT	the
sanitary	JJ	sanitary
conditions	NNS	condition
and	CC	and
the	DT	the
access	NN	access
to	TO	to
Safe	NP	Safe
Water	NP	Water
to	TO	to
food	NN	food
is	VBZ	be
is	VBZ	be
getting	VVG	get
worse	RBR	worse
also	RB	also
by	IN	by
the	DT	the
day	NN	day
and	CC	and
that's	NNS	that's
a	DT	a
massive	JJ	massive
concern	NN	concern
and	CC	and
that's	NNS	that's
why	WRB	why
we're	NN	we're
trying	VVG	try
to	TO	to
bring	VV	bring
in	IN	in
you	PP	you
know	VVP	know
an	DT	an
advocate	NN	advocate
to	TO	to
bring	VV	bring
in	IN	in
more	RBR	more
and	CC	and
more	RBR	more
life-saving	JJ	life-saving
Aid	NN	aid
to	TO	to
get	VV	get
to	TO	to
those	DT	those
shelters	NNS	shelter
to	TO	to
get	VV	get
to	TO	to
to	RB	to
anywhere	RB	anywhere
where	WRB	where
people	NNS	people
are	VBP	be
in	IN	in
need	NN	need
I	PP	I
was	VBD	be
going	VVG	go
to	TO	to
get	VV	get
to	TO	to
that	WDT	that
the	DT	the
the	DT	the
aid	NN	aid
I	PP	I
know	VVP	know
that	IN/that	that
access	NN	access
is	VBZ	be
difficult	JJ	difficult
and	CC	and
dangerous	JJ	dangerous
and	CC	and
UNICEF	NP	UNICEF
has	VHZ	have
in	IN	in
the	DT	the
past	NN	past
been	VBN	be
able	JJ	able
and	CC	and
allowed	VVN	allow
to	TO	to
send	VV	send
several	JJ	several
trucks	NNS	truck
to	TO	to
deliver	VV	deliver
life	NN	life
saving	VVG	save
Aid	NP	Aid
medical	JJ	medical
supplies	NNS	supply
have	VHP	have
you	PP	you
been	VBN	be
able	JJ	able
to	TO	to
get	VV	get
any	DT	any
supplies	NNS	supply
in	IN	in
into	IN	into
Gaza	NP	Gaza
in	IN	in
the	DT	the
past	JJ	past
few	JJ	few
days	NNS	day
yeah	RB	yeah
I	PP	I
mean	VVP	mean
supplies	NNS	supply
have	VHP	have
been	VBN	be
coming	VVG	come
in	IN	in
but	CC	but
at	IN	at
a	DT	a
very	RB	very
low	JJ	low
capacity	NN	capacity
and	CC	and
and	CC	and
totally	RB	totally
inadequate	JJ	inadequate
for	IN	for
for	IN	for
the	DT	the
massive	JJ	massive
needs	NNS	need
across	IN	across
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
so	IN	so
a	DT	a
couple	NN	couple
of	IN	of
days	NNS	day
back	RB	back
there	EX	there
were	VBD	be
30	CD	@card@
trucks	NNS	truck
and	CC	and
we	PP	we
we've	VVP	we've
been	VBN	be
advocating	VVG	advocate
for	IN	for
at	IN	at
least	JJS	least
a	DT	a
100	CD	@card@
trucks	NNS	truck
a	DT	a
day	NN	day
um	NN	um
and	CC	and
we	PP	we
keep	VVP	keep
doing	VVG	do
that	IN/that	that
because	IN	because
we	PP	we
need	VVP	need
to	TO	to
get	VV	get
the	DT	the
water	NN	water
services	NNS	service
to	TO	to
improve	VV	improve
the	DT	the
water	NN	water
services	NNS	service
we	PP	we
need	VVP	need
to	TO	to
bring	VV	bring
in	IN	in
medical	JJ	medical
equipment	NN	equipment
we	PP	we
need	VVP	need
to	TO	to
bring	VV	bring
in	IN	in
hygiene	NN	hygiene
kits	NNS	kit
for	IN	for
example	NN	example
to	TO	to
support	VV	support
families	NNS	family
and	CC	and
children	NNS	child
who	WP	who
are	VBP	be
living	VVG	live
in	IN	in
these	DT	these
shelters	NNS	shelter
but	CC	but
