now	RB	now
the	DT	the
US	NP	US
President	NP	President
says	VVZ	say
his	PP$	his
country	NN	country
'	POS	'
s	JJ	s
support	NN	support
for	IN	for
Israel	NP	Israel
is	VBZ	be
Rock	NP	Rock
Solid	NP	Solid
and	CC	and
unwavering	VVG	unwaver
let	NN	let
'	POS	'
s	NNS	s
go	VVP	go
live	VV	live
to	TO	to
John	NP	John
henen	NP	henen
in	IN	in
Washington	NP	Washington
DC	NP	DC
so	IN	so
what	WDT	what
or	CC	or
can	MD	can
you	PP	you
tell	VV	tell
us	PP	us
about	IN	about
what	WP	what
US	NP	US
officials	NNS	official
are	VBP	be
saying	VVG	say
at	IN	at
this	DT	this
point	NN	point
well	RB	well
it	PP	it
'	POS	'
s	NNS	s
the	DT	the
we	PP	we
hours	NNS	hour
of	IN	of
Sunday	NP	Sunday
morning	NN	morning
and	CC	and
in	IN	in
a	DT	a
few	JJ	few
hours	NNS	hour
people	NNS	people
from	IN	from
the	DT	the
administration	NN	administration
members	NNS	member
of	IN	of
Congress	NP	Congress
will	MD	will
be	VB	be
on	IN	on
the	DT	the
Sunday	NP	Sunday
talk	NN	talk
shows	NNS	show
and	CC	and
we	PP	we
can	MD	can
expect	VV	expect
more	JJR	more
of	IN	of
what	WP	what
we	PP	we
'	POS	'
ve	NN	ve
heard	VVD	hear
for	IN	for
the	DT	the
past	JJ	past
24	CD	@card@
hours	NNS	hour
and	CC	and
that	WDT	that
has	VHZ	have
been	VBN	be
the	DT	the
stern	JJ	stern
condemnation	NN	condemnation
from	IN	from
both	DT	both
Democrats	NPS	Democrats
and	CC	and
Republicans	NPS	Republicans
of	IN	of
the	DT	the
Hamas	JJ	Hamas
attack	NN	attack
and	CC	and
support	NN	support
for	IN	for
Israel	NP	Israel
that	WDT	that
'	POS	'
s	VVG	s
what	WP	what
we	PP	we
'	POS	'
ve	NN	ve
heard	VVD	hear
from	IN	from
everybody	NN	everybody
from	IN	from
the	DT	the
Democratic	JJ	Democratic
mayor	NN	mayor
of	IN	of
New	NP	New
York	NP	York
to	TO	to
republicans	NNS	republican
in	IN	in
Congress	NP	Congress
to	TO	to
President	NP	President
Biden	NP	Biden
himself	PP	himself
and	CC	and
his	PP$	his
administration	NN	administration
has	VHZ	have
been	VBN	be
busy	JJ	busy
uh	UH	uh
trying	VVG	try
to	TO	to
deescalate	VV	deescalate
that	DT	that
situation	NN	situation
they	PP	they
'	POS	'
ve	NNS	ve
done	VVN	do
so	RB	so
by	IN	by
sending	VVG	send
a	DT	a
secretary	NN	secretary
of	IN	of
state	NN	state
Anthony	NP	Anthony
blinkin	NN	blinkin
to	TO	to
the	DT	the
phones	NNS	phone
he	PP	he
has	VHZ	have
been	VBN	be
calling	VVG	call
his	PP$	his
counterparts	NNS	counterpart
in	IN	in
the	DT	the
Middle	NP	Middle
East	NP	East
and	CC	and
North	NP	North
Africa	NP	Africa
and	CC	and
trying	VVG	try
to	TO	to
get	VV	get
anyone	NN	anyone
who	WP	who
can	MD	can
influence	VV	influence
Hamas	NNS	Hamas
to	TO	to
try	VV	try
to	TO	to
deescalate	VV	deescalate
that	DT	that
conflict	VV	conflict
uh	UH	uh
Biden	NP	Biden
has	VHZ	have
not	RB	not
always	RB	always
agreed	VVN	agree
with	IN	with
Benjamin	NP	Benjamin
Netanyahu	NP	Netanyahu
the	DT	the
prime	JJ	prime
minister	NN	minister
of	IN	of
Israel	NP	Israel
but	CC	but
on	IN	on
this	DT	this
occasion	NN	occasion
all	RB	all
he	PP	he
had	VHD	have
to	TO	to
say	VV	say
was	VBD	be
strict	JJ	strict
support	NN	support
for	IN	for
Israel	NP	Israel
Israel	NP	Israel
has	VHZ	have
the	DT	the
right	NN	right
to	TO	to
defend	VV	defend
itself	PP	itself
and	CC	and
its	PP$	its
people	NNS	people
full	JJ	full
stop	NN	stop
there	RB	there
'	POS	'
s	NN	S
never	RB	never
justification	NN	justification
for	IN	for
terrorist	JJ	terrorist
attacks	NNS	attack
and	CC	and
my	PP$	my
administration	NN	administration
'	POS	'
s	JJ	s
support	NN	support
for	IN	for
Israel	NP	Israel
'	POS	'
s	NN	S
security	NN	security
is	VBZ	be
Rock	NP	Rock
Solid	NP	Solid
and	CC	and
un	JJ	un
wavering	NN	wavering
let	VVD	let
me	PP	me
say	VVP	say
this	DT	this
as	RB	as
clearly	RB	clearly
as	IN	as
I	PP	I
can	MD	can
this	DT	this
is	VBZ	be
not	RB	not
a	DT	a
moment	NN	moment
for	IN	for
any	DT	any
party	NN	party
hostile	JJ	hostile
to	TO	to
Israel	NP	Israel
to	TO	to
exploit	VV	exploit
these	DT	these
attacks	NNS	attack
to	TO	to
seek	VV	seek
Advantage	NN	advantage
the	DT	the
world	NN	world
is	VBZ	be
watching	VVG	watch
both	DT	both
Democrats	NPS	Democrats
and	CC	and
Republicans	NPS	Republicans
on	IN	on
Capitol	NP	Capitol
Hill	NP	Hill
have	VHP	have
talked	VVN	talk
