well	RB	well
the	DT	the
US	NP	US
Secretary	NP	Secretary
of	IN	of
State	NP	State
Anthony	NP	Anthony
blinkin	NN	blinkin
is	VBZ	be
in	IN	in
Saudi	NP	Saudi
Arabia	NP	Arabia
as	IN	as
part	NN	part
of	IN	of
a	DT	a
wider	JJR	wide
Regional	JJ	regional
diplomatic	JJ	diplomatic
tour	NN	tour
that	WDT	that
began	VVD	begin
on	IN	on
Thursday	NP	Thursday
Lincoln	NP	Lincoln
is	VBZ	be
meeting	VVG	meet
leaders	NNS	leader
to	TO	to
discuss	VV	discuss
the	DT	the
war	NN	war
on	IN	on
Gaza	NP	Gaza
and	CC	and
is	VBZ	be
due	JJ	due
to	TO	to
arrive	VV	arrive
in	IN	in
Israel	NP	Israel
just	RB	just
in	IN	in
the	DT	the
next	JJ	next
hour	NN	hour
or	CC	or
so	RB	so
Al	NP	Al
'	POS	'
s	JJ	s
senior	JJ	senior
political	JJ	political
analyst	NN	analyst
Mar	NP	Mar
bash	NN	bash
joins	VVZ	join
us	PP	us
now	RB	now
here	RB	here
on	IN	on
set	VVN	set
so	IN	so
Lincoln	NP	Lincoln
We	PP	we
Believe	VVP	believe
will	MD	will
be	VB	be
touching	VVG	touch
down	RP	down
within	IN	within
this	DT	this
hour	NN	hour
actually	RB	actually
he	PP	he
'	POS	'
s	NNS	s
arriving	VVG	arrive
in	IN	in
Israel	NP	Israel
on	IN	on
a	DT	a
day	NN	day
that	IN/that	that
it	PP	it
has	VHZ	have
killed	VVN	kill
250	CD	@card@
plus	CC	plus
people	NNS	people
in	IN	in
Gaza	NP	Gaza
what	WP	what
do	VVP	do
you	PP	you
make	VV	make
of	IN	of
that	WDT	that
it	PP	it
'	POS	'
s	NN	S
really	RB	really
incredulous	JJ	incredulous
just	RB	just
as	IN	as
the	DT	the
Biden	NP	Biden
Administration	NP	Administration
and	CC	and
secretary	NN	secretary
blinkin	NNS	blinkin
are	VBP	be
trying	VVG	try
to	TO	to
put	VV	put
out	RP	out
the	DT	the
fires	NNS	fire
that	WDT	that
Israel	NP	Israel
has	VHZ	have
been	VBN	be
inflaming	VVG	inflame
Israel	NP	Israel
throws	VVZ	throw
more	JJR	more
fuel	NN	fuel
to	TO	to
the	DT	the
fire	NN	fire
in	IN	in
Gaza	NP	Gaza
and	CC	and
Lebanon	NP	Lebanon
this	DT	this
uh	UH	uh
you	PP	you
know	VVP	know
killings	NNS	killing
in	IN	in
Gaza	NP	Gaza
this	DT	this
industrial	JJ	industrial
scale	NN	scale
murder	NN	murder
of	IN	of
hundreds	NNS	hundred
of	IN	of
people	NNS	people
every	DT	every
day	NN	day
and	CC	and
inflaming	VVG	inflame
the	DT	the
situation	NN	situation
with	IN	with
Lebanon	NP	Lebanon
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
while	IN	while
it	PP	it
'	POS	'
s	NN	S
also	RB	also
heating	VVG	heat
up	RP	up
on	IN	on
the	DT	the
West	NP	West
Bank	NP	Bank
with	IN	with
more	JJR	more
occupation	NN	occupation
of	IN	of
more	JJR	more
Palestinian	JJ	Palestinian
cities	NNS	city
on	IN	on
the	DT	the
West	NP	West
Bank	NP	Bank
all	DT	all
of	IN	of
that	WDT	that
you	PP	you
know	VVP	know
makes	VVZ	make
one	CD	one
wonder	NN	wonder
is	VBZ	be
the	DT	the
United	NP	United
States	NPS	States
complicit	JJ	complicit
with	IN	with
Israel	NP	Israel
playing	VVG	play
good	JJ	good
cup	NN	cup
to	TO	to
Israel	NP	Israel
'	POS	'
s	JJ	s
bad	JJ	bad
cup	NN	cup
attitude	NN	attitude
bad	JJ	bad
cup	NN	cup
horrible	JJ	horrible
cup	NN	cup
attitude	NN	attitude
in	IN	in
the	DT	the
occupied	JJ	occupied
Palestinian	JJ	Palestinian
territories	NNS	territory
or	CC	or
is	VBZ	be
the	DT	the
Biden	NP	Biden
Administration	NP	Administration
in	IN	in
on	IN	on
it	PP	it
meaning	VVG	mean
it	PP	it
wants	VVZ	want
Hamas	NNS	Hamas
defeated	VVN	defeat
at	IN	at
any	DT	any
cost	NN	cost
even	RB	even
if	IN	if
it	PP	it
'	POS	'
s	NN	S
playing	VVG	play
touchy	JJ	touchy
feely	NN	feely
about	IN	about
civilian	JJ	civilian
deaths	NNS	death
but	CC	but
in	IN	in
fact	NN	fact
it	PP	it
wants	VVZ	want
Israel	NP	Israel
to	TO	to
continue	VV	continue
with	IN	with
the	DT	the
war	NN	war
even	RB	even
in	IN	in
different	JJ	different
kind	NN	kind
of	IN	of
phase	NN	phase
but	CC	but
it	PP	it
wants	VVZ	want
Hamas	NP	Hamas
defeated	VVD	defeat
it	PP	it
wants	VVZ	want
to	TO	to
bring	VV	bring
back	RB	back
America	NP	America
'	POS	'
s	NN	S
P	NN	P
Americana	NP	Americana
Abraham	NP	Abraham
Accords	NPS	Accord
and	CC	and
so	RB	so
on	IN	on
so	RB	so
forth	RB	forth
because	IN	because
as	IN	as
