welcome	JJ	welcome
to	TO	to
the	DT	the
program	NN	program
we	PP	we
start	VVP	start
in	IN	in
Gaza	NP	Gaza
where	WRB	where
Israel	NP	Israel
'	POS	'
s	JJ	s
month	NN	month
-	NN	-
long	JJ	long
bombardment	NN	bombardment
shows	VVZ	show
no	DT	no
sign	NN	sign
of	IN	of
easing	VVG	ease
several	JJ	several
homes	NNS	home
were	VBD	be
destroyed	VVN	destroy
after	IN	after
an	DT	an
air	NN	air
strike	NN	strike
hit	VVD	hit
a	DT	a
residential	JJ	residential
area	NN	area
north	NN	north
of	IN	of
the	DT	the
nuset	NN	nuset
refugee	NN	refugee
camp	NN	camp
in	IN	in
central	JJ	central
Gaza	NP	Gaza
in	IN	in
the	DT	the
southern	JJ	southern
part	NN	part
of	IN	of
the	DT	the
strip	NN	strip
at	IN	at
least	JJS	least
eight	CD	eight
people	NNS	people
have	VHP	have
been	VBN	be
killed	VVN	kill
in	IN	in
an	DT	an
attack	NN	attack
in	IN	in
Rafa	NP	Rafa
and	CC	and
multiple	JJ	multiple
casualties	NNS	casualty
have	VHP	have
been	VBN	be
reported	VVN	report
after	IN	after
Israeli	JJ	Israeli
bombs	NNS	bomb
hit	VVD	hit
a	DT	a
neighborhood	NN	neighborhood
in	IN	in
Khan	NP	Khan
Unis	NNS	uni
Let	VVD	let
'	''	'
s	NNS	s
cross	VVP	cross
over	RP	over
to	TO	to
hanim	VV	hanim
Mahmud	NP	Mahmud
in	IN	in
Rafa	NP	Rafa
in	IN	in
southern	JJ	southern
Gaza	NP	Gaza
with	IN	with
the	DT	the
very	RB	very
latest	JJS	late
a	DT	a
lot	NN	lot
to	TO	to
focus	VV	focus
on	IN	on
because	IN	because
various	JJ	various
parts	NNS	part
of	IN	of
the	DT	the
strip	NN	strip
have	VHP	have
been	VBN	be
hit	VVN	hit
yes	RB	yes
and	CC	and
we	PP	we
'	POS	'
re	NN	re
looking	VVG	look
at	IN	at
a	DT	a
situation	NN	situation
right	RB	right
now	RB	now
where	WRB	where
the	DT	the
entire	JJ	entire
Gaza	NP	Gaza
STP	NP	STP
has	VHZ	have
been	VBN	be
equally	RB	equally
bombed	VVN	bomb
I	PP	I
mean	VVP	mean
there	EX	there
is	VBZ	be
no	RB	no
lit	VVN	light
up	RP	up
in	IN	in
the	DT	the
attacks	NNS	attack
no	DT	no
signs	NNS	sign
of	IN	of
slowing	VVG	slow
down	RP	down
here	RB	here
in	IN	in
Rafa	NP	Rafa
City	NP	City
just	RB	just
within	IN	within
the	DT	the
past	JJ	past
half	NN	half
an	DT	an
hour	NN	hour
with	IN	with
the	DT	the
scenes	NNS	scene
of	IN	of
parents	NNS	parent
and	CC	and
remaining	VVG	remain
family	NN	family
members	NNS	member
pouring	VVG	pour
into	IN	into
a	DT	a
Kuwaiti	JJ	Kuwaiti
Hospital	NN	hospital
taking	VVG	take
the	DT	the
bodies	NNS	body
from	IN	from
last	JJ	last
night	NN	night
attacks	NNS	attack
transferring	VVG	transfer
them	PP	them
to	TO	to
Nar	NP	Nar
Hospital	NP	Hospital
preparing	VVG	prepare
for	IN	for
barrier	NN	barrier
but	CC	but
the	DT	the
scenes	NNS	scene
of	IN	of
the	DT	the
children	NNS	child
wrapped	VVN	wrap
in	IN	in
white	JJ	white
sheets	NNS	sheet
is	VBZ	be
still	RB	still
dominating	VVG	dominate
uh	UH	uh
the	DT	the
scene	NN	scene
right	NN	right
here	IN	here
uh	UH	uh
those	DT	those
people	NNS	people
who	WP	who
were	VBD	be
killed	VVN	kill
uh	UH	uh
last	JJ	last
night	NN	night
in	IN	in
their	PP$	their
residential	JJ	residential
homes	NNS	home
that	IN/that	that
they	PP	they
they	PP	they
were	VBD	be
Sheltering	VVG	shelter
in	IN	in
wether	NN	wether
here	RB	here
in	IN	in
the	DT	the
western	JJ	western
part	NN	part
of	IN	of
raah	NN	raah
city	NN	city
where	WRB	where
uh	UH	uh
nine	CD	nine
people	NNS	people
were	VBD	be
killed	VVN	kill
six	CD	six
of	IN	of
them	PP	them
were	VBD	be
children	NNS	child
who	WP	who
suffered	VVD	suffer
extreme	JJ	extreme
devastating	JJ	devastating
Burns	NP	Burns
and	CC	and
just	RB	just
within	IN	within
uh	UH	uh
like	IN	like
half	PDT	half
an	DT	an
hour	NN	hour
of	IN	of
their	PP$	their
arrival	NN	arrival
to	TO	to
the	DT	the
hospital	NN	hospital
they	PP	they
just	RB	just
died	VVD	die
uh	UH	uh
because	RB	because
of	IN	of
of	IN	of
the	DT	the
uh	UH	uh
the	DT	the
attacks	NNS	attack
on	IN	on
the	DT	the
residential	JJ	residential
because	IN	because
of	IN	of
the	DT	the
burn	NN	burn
that	IN/that	that
they	PP	they
sustain	VV	sustain
and	CC	and
the	DT	the
injuries	NNS	injury
of	IN	of
of	IN	of
last	JJ	last
night	NN	night
attack	NN	attack
also	RB	also
another	DT	another
attack	NN	attack
in	IN	in
eastern	JJ	eastern
part	NN	part
of	IN	of
RA	NP	RA
that	WDT	that
happened	VVD	happen
half	PDT	half
an	DT	an
hour	NN	hour
before	IN	before
the	DT	the
second	JJ	second
attack	NN	attack
where	WRB	where
one	CD	one
lady	NN	lady
was	VBD	be
killed	VVN	kill
one	CD	one
young	JJ	young
lady	NN	lady
was	VBD	be
killed	VVN	kill
the	DT	the
other	JJ	other
one	CD	one
uh	UH	uh
the	DT	the
other	JJ	other
injuries	NNS	injury
were	VBD	be
the	DT	the
vast	JJ	vast
majority	NN	majority
made	VVN	make
of	IN	of
of	IN	of
his	PP$	his
children	NNS	child
and	CC	and
people	NNS	people
from	IN	from
the	DT	the
the	DT	the
vicinity	NN	vicinity
of	IN	of
the	DT	the
area	NN	area
just	RB	just
causing	VVG	cause
a	DT	a
great	JJ	great
deal	NN	deal
of	IN	of
panic	NN	panic
as	IN	as
people	NNS	people
were	VBD	be
Sheltering	VVG	shelter
inside	IN	inside
a	DT	a
preschool	JJ	preschool
facility	NN	facility
when	WRB	when
a	DT	a
nearby	JJ	nearby
residential	JJ	residential
home	NN	home
was	VBD	be
targeted	VVN	target
and	CC	and
destroyed	VVN	destroy
the	DT	the
D	NN	D
from	IN	from
the	DT	the
falling	VVG	fall
debris	NN	debris
and	CC	and
and	CC	and
shrap	NN	shrap
who	WP	who
fell	VVD	fall
and	CC	and
directly	RB	directly
hit	VVD	hit
hit	NN	hit
people	VV	people
uh	UH	uh
in	IN	in
lights	NNS	light
of	IN	of
growing	VVG	grow
the	DT	the
threats	NNS	threat
of	IN	of
expanding	VVG	expand
the	DT	the
uh	UH	uh
the	DT	the
ground	NN	ground
Invasion	NN	invasion
uh	UH	uh
is	VBZ	be
right	RB	right
now	RB	now
at	IN	at
at	IN	at
a	DT	a
point	NN	point
where	WRB	where
people	NNS	people
do	VVP	do
not	RB	not
have	VH	have
where	WRB	where
to	TO	to
go	VV	go
what	WP	what
to	TO	to
do	VV	do
there	RB	there
'	''	'
s	VVG	s
a	DT	a
shattered	JJ	shattered
sense	NN	sense
of	IN	of
of	IN	of
security	NN	security
and	CC	and
it	PP	it
'	POS	'
s	NN	S
important	JJ	important
to	TO	to
point	VV	point
out	RP	out
that	DT	that
ra	NN	ra
has	VHZ	have
been	VBN	be
a	DT	a
major	JJ	major
size	NN	size
of	IN	of
Relentless	JJ	relentless
attacks	NNS	attack
either	CC	either
by	IN	by
air	NN	air
or	CC	or
land	NN	land
from	IN	from
the	DT	the
initial	JJ	initial
weeks	NNS	week
of	IN	of
this	DT	this
War	NP	War
I	PP	I
mean	VV	mean
uh	UH	uh
the	DT	the
talks	NNS	talk
for	IN	for
the	DT	the
vast	JJ	vast
majority	NN	majority
of	IN	of
people	NNS	people
here	RB	here
the	DT	the
talks	NNS	talk
about	IN	about
expanding	VVG	expand
the	DT	the
ground	NN	ground
Invasion	NN	invasion
serve	NN	serve
as	IN	as
uh	UH	uh
as	IN	as
a	DT	a
distraction	NN	distraction
while	IN	while
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
the	DT	the
Israeli	JJ	Israeli
military	NN	military
through	IN	through
the	DT	the
Relentless	JJ	relentless
air	NN	air
strike	NN	strike
continue	VVP	continue
to	TO	to
pound	VV	pound
uh	UH	uh
across	IN	across
the	DT	the
city	NN	city
whether	IN	whether
the	DT	the
eastern	JJ	eastern
part	NN	part
the	DT	the
central	JJ	central
part	NN	part
or	CC	or
the	DT	the
overcrowded	VVN	overcrowd
western	JJ	western
part	NN	part
of	IN	of
city	NN	city
where	WRB	where
evacuation	NN	evacuation
zone	NN	zone
is	VBZ	be
located	VVN	locate
yeah	RB	yeah
while	IN	while
that	DT	that
focus	NN	focus
is	VBZ	be
on	IN	on
Rafa	NP	Rafa
right	RB	right
now	RB	now
in	IN	in
the	DT	the
area	NN	area
where	WRB	where
you	PP	you
are	VBP	be
hany	JJ	hany
there	EX	there
'	''	'
s	RB	s
also	RB	also
been	VBN	be
a	DT	a
great	JJ	great
deal	NN	deal
of	IN	of
focus	NN	focus
on	IN	on
Kan	NP	Kan
nunis	NNS	nunis
and	CC	and
net	JJ	net
overnight	RB	overnight
as	RB	as
well	RB	well
just	RB	just
briefly	RB	briefly
tell	VV	tell
us	PP	us
what	WP	what
'	POS	'
s	RB	s
been	VBN	be
happening	VVG	happen
there	RB	there
as	IN	as
M	NP	M
well	RB	well
ever	RB	ever
since	IN	since
the	DT	the
Israeli	JJ	Israeli
military	NN	military
announced	VVD	announce
it	PP	it
uh	UH	uh
it	PP	it
had	VHD	have
