well	RB	well
Harden	NP	Harden
Lang	NP	Lang
is	VBZ	be
vice	JJ	vice
president	NN	president
for	IN	for
programs	NNS	program
and	CC	and
policy	NN	policy
at	IN	at
refugees	NNS	refugee
International	NP	International
he	PP	he
joins	VVZ	join
us	PP	us
live	VV	live
from	IN	from
Washington	NP	Washington
DC	NP	DC
Harden	NP	Harden
good	JJ	good
to	TO	to
have	VH	have
you	PP	you
with	IN	with
us	PP	us
so	CC	so
uh	UH	uh
there	EX	there
'	''	'
s	RB	s
been	VBN	be
widespread	JJ	widespread
condemnation	NN	condemnation
around	IN	around
the	DT	the
world	NN	world
against	IN	against
Israel	NP	Israel
uh	UH	uh
for	IN	for
killing	VVG	kill
these	DT	these
Sade	NP	Sade
workers	NNS	worker
from	IN	from
the	DT	the
world	NN	world
'	POS	'
s	NN	S
Central	NP	Central
Kitchen	NP	Kitchen
what	WP	what
'	''	'
s	VVG	s
your	PP$	your
response	NN	response
Harden	NP	Harden
to	TO	to
the	DT	the
attack	NN	attack
it	PP	it
seemed	VVD	seem
intentional	JJ	intentional
despite	IN	despite
Israel	NP	Israel
saying	VVG	say
it	PP	it
wasn	NN	wasn
'	POS	'
t	NN	t
the	DT	the
strike	NN	strike
on	IN	on
world	NN	world
Central	NP	Central
Kitchen	NP	Kitchen
is	VBZ	be
as	RB	as
unacceptable	JJ	unacceptable
as	IN	as
it	PP	it
is	VBZ	be
tragic	JJ	tragic
you	PP	you
know	VVP	know
the	DT	the
death	NN	death
of	IN	of
7	CD	@card@
a	DT	a
workers	NNS	worker
under	IN	under
any	DT	any
circumstances	NNS	circumstance
um	NN	um
would	MD	would
be	VB	be
you	PP	you
know	VVP	know
unacceptable	JJ	unacceptable
and	CC	and
not	RB	not
permitted	VVN	permit
under	IN	under
an	DT	an
international	JJ	international
humanitarian	JJ	humanitarian
law	NN	law
that	IN/that	that
they	PP	they
'	''	'
d	SYM	d
be	VB	be
targeted	VVN	target
in	IN	in
this	DT	this
fashion	NN	fashion
this	DT	this
situation	NN	situation
is	VBZ	be
particularly	RB	particularly
inrees	NNS	inrees
not	RB	not
only	RB	only
for	IN	for
the	DT	the
nature	NN	nature
and	CC	and
scope	NN	scope
of	IN	of
the	DT	the
incident	NN	incident
in	IN	in
question	NN	question
but	CC	but
as	IN	as
the	DT	the
UN	NP	UN
Secretary	NP	Secretary
General	NP	General
earlier	RBR	earlier
said	VVD	say
because	IN	because
it	PP	it
comes	VVZ	come
at	IN	at
such	JJ	such
like	IN	like
a	DT	a
bookend	NN	bookend
or	CC	or
a	DT	a
milestone	NN	milestone
in	IN	in
such	PDT	such
a	DT	a
tempo	NN	tempo
of	IN	of
operations	NNS	operation
of	IN	of
seeing	VVG	see
196	CD	@card@
almost	RB	almost
200	CD	@card@
humanitarian	JJ	humanitarian
Aid	NN	aid
workers	NNS	worker
killed	VVN	kill
in	IN	in
the	DT	the
last	JJ	last
six	CD	six
months	NNS	month
I	PP	I
I	NP	I
'	POS	'
ve	RB	ve
been	VBN	be
doing	VVG	do
this	DT	this
work	NN	work
for	IN	for
a	DT	a
number	NN	number
of	IN	of
decades	NNS	decade
and	CC	and
I	PP	I
don	VVP	don
'	''	'
t	NN	t
think	VV	think
I	PP	I
'	POS	'
ve	NN	ve
ever	RB	ever
seen	VVN	see
this	DT	this
pace	NN	pace
of	IN	of
death	NN	death
amongst	IN	amongst
humanitarian	JJ	humanitarian
Aid	NN	aid
workers	NNS	worker
in	IN	in
any	DT	any
conflict	NN	conflict
yeah	RB	yeah
and	CC	and
that	IN/that	that
'	POS	'
s	NN	S
so	RB	so
now	RB	now
I	PP	I
was	VBD	be
going	VVG	go
to	TO	to
say	VV	say
Harden	NP	Harden
that	DT	that
'	''	'
s	VVG	s
an	DT	an
interesting	JJ	interesting
point	NN	point
you	PP	you
make	VVP	make
because	IN	because
what	WP	what
is	VBZ	be
clear	JJ	clear
following	VVG	follow
this	DT	this
attack	NN	attack
is	VBZ	be
just	RB	just
how	WRB	how
dangerous	JJ	dangerous
Gaza	NP	Gaza
is	VBZ	be
for	IN	for
Aid	NN	aid
workers	NNS	worker
let	VVD	let
'	''	'
s	NNS	s
remember	VVP	remember
as	IN	as
you	PP	you
were	VBD	be
saying	VVG	say
there	RB	there
it	PP	it
'	POS	'
s	NN	S
not	RB	not
just	RB	just
International	NP	International
Aid	NP	Aid
workers	NNS	worker
who	WP	who
died	VVD	die
yesterday	RB	yesterday
more	JJR	more
than	IN	than
200	CD	@card@
workers	NNS	worker
mostly	RB	mostly
from	IN	from
the	DT	the
UN	NP	UN
have	VHP	have
been	VBN	be
killed	VVN	kill
in	IN	in
Gaza	NP	Gaza
since	IN	since
October	NP	October
the	DT	the
7th	JJ	7th
indeed	RB	indeed
and	CC	and
many	JJ	many
of	IN	of
them	PP	them
are	VBP	be
Palestinian	JJ	Palestinian
and	CC	and
they	PP	they
are	VBP	be
they	PP	they
deserve	VVP	deserve
the	DT	the
exact	JJ	exact
same	JJ	same
sort	NN	sort
of	IN	of
protections	NNS	protection
uh	UH	uh
and	CC	and
and	CC	and
condemnation	NN	condemnation
under	IN	under
international	JJ	international
law	NN	law
as	IN	as
their	PP$	their
International	NP	International
counterparts	NNS	counterpart
um	NNS	um
the	DT	the
thing	NN	thing
that	IN/that	that
also	RB	also
really	RB	really
stands	VVZ	stand
out	RP	out
about	IN	about
this	DT	this
is	VBZ	be
the	DT	the
fact	NN	fact
that	IN/that	that
world	NN	world
Central	NP	Central
Kitchen	NP	Kitchen
had	VHD	have
been	VBN	be
uh	UH	uh
coordinating	VVG	coordinate
so	RB	so
closely	RB	closely
with	IN	with
the	DT	the
Israeli	JJ	Israeli
military	JJ	military
and	CC	and
Israeli	JJ	Israeli
Defense	NN	defense
Forces	NNS	force
in	IN	in
its	PP$	its
operations	NNS	operation
in	IN	in
north	NN	north
and	CC	and
Central	NP	Central
Gaza	NP	Gaza
um	NNS	um
and	CC	and
this	DT	this
is	VBZ	be
a	DT	a
time	NN	time
when	WRB	when
very	RB	very
few	JJ	few
organizations	NNS	organization
are	VBP	be
actually	RB	actually
providing	VVG	provide
humanitarian	JJ	humanitarian
relief	NN	relief
or	CC	or
Aid	NN	aid
or	CC	or
food	NN	food
Aid	NN	aid
in	IN	in
the	DT	the
North	NP	North
in	IN	in
the	DT	the
midst	NN	midst
of	IN	of
a	DT	a
famine	NN	famine
I	PP	I
think	VVP	think
it	PP	it
'	''	'
s	NNS	s
really	RB	really
important	JJ	important
to	TO	to
emphasize	VV	emphasize
this	DT	this
point	NN	point
because	IN	because
you	PP	you
know	VVP	know
a	DT	a
number	NN	number
of	IN	of
folks	NNS	folk
number	NN	number
of	IN	of
uh	UH	uh
reports	NNS	report
talk	VVP	talk
about	IN	about
famine	NN	famine
being	VBG	be
imminent	JJ	imminent
in	IN	in
Gaza	NP	Gaza
like	IN	like
the	DT	the
data	NN	data
actually	RB	actually
suggests	VVZ	suggest
pretty	RB	pretty
strongly	RB	strongly
that	IN/that	that
famine	NN	famine
is	VBZ	be
underway	JJ	underway
in	IN	in
core	JJ	core
Pockets	NNS	pocket
especially	RB	especially
in	IN	in
the	DT	the
north	NN	north
and	CC	and
this	DT	this
is	VBZ	be
what	WP	what
the	DT	the
maritime	JJ	maritime
option	NN	option
was	VBD	be
developed	VVN	develop
um	NN	um
to	TO	to
respond	VV	respond
to	TO	to
with	IN	with
the	DT	the
B	NN	B
of	IN	of
the	DT	the
pier	NN	pier
and	CC	and
the	DT	the
humanitarian	JJ	humanitarian
Aid	NN	aid
coming	VVG	come
through	IN	through
off	IN	off
that	DT	that
Pier	NP	Pier
to	TO	to
World	NP	World
Central	NP	Central
by	IN	by
World	NP	World
Central	NP	Central
Kitchen	NP	Kitchen
and	CC	and
so	RB	so
in	IN	in
the	DT	the
midst	NN	midst
of	IN	of
a	DT	a
famine	NN	famine
this	DT	this
is	VBZ	be
going	VVG	go
to	TO	to
have	VH	have
a	DT	a
huge	JJ	huge
chilling	JJ	chilling
effect	NN	effect
as	IN	as
we	PP	we
'	POS	'
re	NN	re
already	RB	already
seeing	VVG	see
on	IN	on
operations	NNS	operation
that	WDT	that
cannot	MD	can
be	VB	be
considered	VVN	consider
this	DT	this
point	NN	point
I	PP	I
mean	VVP	mean
right	RB	right
now	RB	now
what	WP	what
we	PP	we
need	VVP	need
more	JJR	more
than	IN	than
anything	NN	anything
else	RB	else
is	VBZ	be
a	DT	a
massive	JJ	massive
scaling	NN	scaling
of	IN	of
humanitarian	JJ	humanitarian
operations	NNS	operation
across	IN	across
a	DT	a
number	NN	number
of	IN	of
sectors	NNS	sector
across	IN	across
the	DT	the
entirety	NN	entirety
of	IN	of
Gaza	NP	Gaza
and	CC	and
this	DT	this
is	VBZ	be
going	VVG	go
to	TO	to
set	VV	set
us	PP	us
back	RB	back
