while	IN	while
houthis	NNS	houthis
in	IN	in
Yemen	NP	Yemen
have	VHP	have
released	VVN	release
a	DT	a
new	JJ	new
statement	NN	statement
after	IN	after
reports	NNS	report
the	DT	the
US	NP	US
is	VBZ	be
planning	VVG	plan
to	TO	to
establish	VV	establish
a	DT	a
new	JJ	new
Maritime	NP	Maritime
protection	NN	protection
force	NN	force
in	IN	in
the	DT	the
Red	NP	Red
Sea	NP	Sea
houthis	NNS	houthis
have	VHP	have
been	VBN	be
carrying	VVG	carry
out	RP	out
attacks	NNS	attack
on	IN	on
commercial	JJ	commercial
ships	NNS	ship
passing	VVG	pass
through	IN	through
those	DT	those
Waters	NP	Waters
as	IN	as
Bernard	NP	Bernard
was	VBD	be
just	RB	just
describing	VVG	describe
they	PP	they
say	VVP	say
they	PP	they
'	''	'
re	IN	re
targeting	VVG	target
ships	NNS	ship
linked	VVN	link
to	TO	to
Israel	NP	Israel
in	IN	in
protest	NN	protest
against	IN	against
military	JJ	military
actions	NNS	action
in	IN	in
Gaza	NP	Gaza
in	IN	in
a	DT	a
statement	NN	statement
a	DT	a
prominent	JJ	prominent
houthi	NP	houthi
Commander	NP	Commander
said	VVD	say
quote	VV	quote
any	DT	any
escalation	NN	escalation
in	IN	in
Gaza	NP	Gaza
is	VBZ	be
an	DT	an
escalation	NN	escalation
in	IN	in
the	DT	the
Red	NP	Red
Sea	NP	Sea
and	CC	and
any	DT	any
Cal	NP	Cal
in	IN	in
Gaza	NP	Gaza
is	VBZ	be
considered	VVN	consider
a	DT	a
calm	NN	calm
in	IN	in
the	DT	the
Red	NP	Red
Sea	NP	Sea
he	PP	he
went	VVD	go
on	RP	on
to	TO	to
say	VV	say
any	DT	any
country	NN	country
or	CC	or
party	NN	party
that	WDT	that
comes	VVZ	come
between	IN	between
us	PP	us
and	CC	and
Palestine	NP	Palestine
we	PP	we
will	MD	will
confront	VV	confront
it	PP	it
Hussein	NP	Hussein
Alti	NP	Alti
is	VBZ	be
a	DT	a
political	JJ	political
commentator	NN	commentator
he	PP	he
'	POS	'
s	NN	S
joining	VVG	join
us	PP	us
live	VVP	live
from	IN	from
Yemen	NP	Yemen
'	POS	'
s	NN	S
capital	NN	capital
S	NP	S
thank	VVP	thank
you	PP	you
very	RB	very
much	RB	much
indeed	RB	indeed
for	IN	for
being	VBG	be
with	IN	with
us	PP	us
why	RB	why
do	VVP	do
the	DT	the
houthis	NNS	houthis
feel	VVP	feel
that	IN/that	that
targeting	VVG	target
shipping	NN	shipping
in	IN	in
this	DT	this
way	NN	way
is	VBZ	be
the	DT	the
best	JJS	good
way	NN	way
to	TO	to
bring	VV	bring
pressure	NN	pressure
on	IN	on
Israel	NP	Israel
the	DT	the
Us	NP	U
and	CC	and
other	JJ	other
foreign	JJ	foreign
governments	NNS	government
uh	UH	uh
I	PP	I
mean	VVP	mean
it	PP	it
'	''	'
s	NNS	s
clear	VVP	clear
the	DT	the
important	JJ	important
of	IN	of
this	DT	this
shib	NN	shib
line	NN	line
especially	RB	especially
after	IN	after
they	PP	they
target	VVP	target
Israeli	JJ	Israeli
link	NN	link
to	TO	to
own	VV	own
the	DT	the
ship	NN	ship
or	CC	or
is	VBZ	be
or	CC	or
ships	NNS	ship
that	WDT	that
'	POS	'
s	NN	S
actually	RB	actually
hidden	VVN	hide
to	TO	to
Israel	NP	Israel
they	PP	they
have	VHP	have
warned	VVN	warn
before	IN	before
those	DT	those
ships	NNS	ship
not	RB	not
to	TO	to
use	VV	use
the	DT	the
Red	NP	Red
Sea	NP	Sea
and	CC	and
we	PP	we
'	POS	'
ve	NNS	ve
seen	VVN	see
according	VVG	accord
to	TO	to
uh	UH	uh
some	DT	some
International	NP	International
media	NNS	medium
as	IN	as
an	DT	an
example	NN	example
the	DT	the
elot	NN	elot
port	NN	port
Southern	NP	Southern
of	IN	of
of	IN	of
occupied	JJ	occupied
Palestine	NP	Palestine
is	VBZ	be
is	VBZ	be
out	RP	out
of	IN	of
out	RB	out
of	IN	of
business	NN	business
at	IN	at
this	DT	this
point	NN	point
and	CC	and
many	JJ	many
ship	NN	ship
that	IN/that	that
they	PP	they
were	VBD	be
heading	NN	heading
toward	IN	toward
uh	UH	uh
uh	UH	uh
some	DT	some
part	NN	part
of	IN	of
uh	UH	uh
of	IN	of
the	DT	the
Z	NP	Z
state	NN	state
of	IN	of
Israel	NP	Israel
in	IN	in
the	DT	the
Mediterranean	NP	Mediterranean
Sea	NP	Sea
has	VHZ	have
stopped	VVN	stop
as	IN	as
an	DT	an
example	NN	example
a	DT	a
shiing	JJ	shiing
giant	NN	giant
called	VVD	call
o	NN	o
which	WDT	which
based	VVD	base
on	IN	on
Hong	NP	Hong
Kong	NP	Kong
they	PP	they
have	VHP	have
said	VVN	say
that	IN/that	that
they	PP	they
will	MD	will
stop	VV	stop
any	DT	any
shiing	NN	shiing
toward	IN	toward
Israel	NP	Israel
and	CC	and
it	PP	it
'	POS	'
s	NN	S
really	RB	really
strange	JJ	strange
for	IN	for
the	DT	the
other	JJ	other
giant	NN	giant
shipping	VVG	ship
company	NN	company
like	IN	like
MK	NP	MK
and	CC	and
other	JJ	other
one	CD	one
from	IN	from
France	NP	France
and	CC	and
Germany	NP	Germany
they	PP	they
have	VHP	have
declared	VVN	declare
that	IN/that	that
they	PP	they
will	MD	will
not	RB	not
use	VV	use
the	DT	the
Red	NP	Red
Sea	NP	Sea
actually	RB	actually
they	PP	they
are	VBP	be
the	DT	the
one	CD	one
who	WP	who
going	VVG	go
to	TO	to
lose	VV	lose
a	DT	a
big	JJ	big
huge	JJ	huge
amount	NN	amount
of	IN	of
money	NN	money
because	IN	because
Yen	NP	Yen
Army	NP	Army
only	RB	only
declared	VVD	declare
that	IN/that	that
they	PP	they
will	MD	will
Target	NP	Target
any	DT	any
ship	NN	ship
that	WDT	that
is	VBZ	be
going	VVG	go
to	TO	to
Israel	NP	Israel
or	CC	or
have	VH	have
any	DT	any
goes	VVZ	go
to	TO	to
be	VB	be
delivered	VVN	deliver
toward	IN	toward
Israel	NP	Israel
and	CC	and
I	PP	I
think	VVP	think
that	WDT	that
has	VHZ	have
a	DT	a
great	JJ	great
pressure	NN	pressure
on	IN	on
Israel	NP	Israel
if	IN	if
it	PP	it
hasn	NN	hasn
'	POS	'
t	NN	t
got	VVD	get
any	DT	any
pressure	NN	pressure
why	WRB	why
Israel	NP	Israel
is	VBZ	be
calling	VVG	call
for	IN	for
the	DT	the
International	NP	International
Community	NP	Community
to	TO	to
respond	VV	respond
why	WRB	why
bamin	NN	bamin
netan	NN	netan
he	PP	he
said	VVD	say
if	IN	if
they	PP	they
aren	NNS	aren
going	VVG	go
to	TO	to
respond	VV	respond
we	PP	we
will	MD	will
respond	VV	respond
we	PP	we
will	MD	will
give	VV	give
the	DT	the
the	DT	the
Germany	NP	Germany
Britain	NP	Britain
and	CC	and
uh	UH	uh
us	PP	us
uh	UH	uh
few	JJ	few
days	NNS	day
to	TO	to
respond	VV	respond
this	DT	this
show	NN	show
you	PP	you
that	IN/that	that
actually	RB	actually
the	DT	the
this	DT	this
kind	NN	kind
of	IN	of
attack	NN	attack
is	VBZ	be
hurting	VVG	hurt
Israeli	JJ	Israeli
economy	NN	economy
and	CC	and
it	PP	it
'	POS	'
s	NN	S
really	RB	really
really	RB	really
symbol	NN	symbol
in	IN	in
here	RB	here
in	IN	in
Yemen	NP	Yemen
