<video_id>J3KXQb9rc70</video_id>	NP	<video_id>J3KXQb9rc70</video_id>
<video_title>Israel	NP	<video_title>Israel
using	VVG	use
white	JJ	white
phosphorus	NN	phosphorus
in	IN	in
Gaza,	NP	Gaza,
Lebanon,	NP	Lebanon,
endangering	VVG	endanger
civilians:	JJ	civilians:
Amnesty</video_title>	NP	Amnesty</video_title>
<thumbnail_path>data/en_AJ\Israel	NP	<thumbnail_path>data/en_AJ\Israel
using	VVG	use
white	JJ	white
phosphorus	NN	phosphorus
in	IN	in
Gaza,	NP	Gaza,
Lebanon,	NP	Lebanon,
endangering	VVG	endanger
civilians	NNS	civilian
Amnesty.jpg</thumbnail_path>	NP	Amnesty.jpg</thumbnail_path>
<publish_date>20231017</publish_date>	NN	<publish_date>20231017</publish_date>
<doc>	NN	<doc>
human	JJ	human
rights	NNS	right
groups	NNS	group
have	VHP	have
accused	VVN	accuse
Israeli	JJ	Israeli
forces	NNS	force
of	IN	of
using	VVG	use
the	DT	the
chemical	JJ	chemical
white	JJ	white
phosphorus	NN	phosphorus
in	IN	in
Gaza	NP	Gaza
and	CC	and
Lebanon	NP	Lebanon
Amnesty	NN	amnesty
International	NP	International
says	VVZ	say
it's	NNS	it's
verified	VVD	verify
videos	NNS	video
showing	VVG	show
white	JJ	white
phosphorus	NN	phosphorus
artillery	NN	artillery
shells	NNS	shell
being	VBG	be
fired	VVN	fire
by	IN	by
the	DT	the
Israeli	JJ	Israeli
Army	NN	army
into	IN	into
civilian	JJ	civilian
areas	NNS	area
in	IN	in
Gaza	NP	Gaza
its	PP$	its
use	NN	use
in	IN	in
densely	RB	densely
populated	VVN	populate
areas	NNS	area
is	VBZ	be
considered	VVN	consider
a	DT	a
war	NN	war
crime	NN	crime
white	JJ	white
phosphorus	NN	phosphorus
is	VBZ	be
used	VVN	use
as	IN	as
a	DT	a
smoke	NN	smoke
screen	NN	screen
or	CC	or
as	IN	as
a	DT	a
weapon	NN	weapon
it	PP	it
ignites	VVZ	ignite
when	WRB	when
exposed	VVN	expose
to	TO	to
air	VV	air
and	CC	and
it	PP	it
can	MD	can
burn	VV	burn
through	IN	through
flesh	NN	flesh
causing	VVG	cause
horrific	JJ	horrific
deformities	NNS	deformity
we're	NN	we're
going	VVG	go
to	TO	to
bring	VV	bring
in	IN	in
Donatella	NP	Donatella
rera	NP	rera
she's	NNS	she's
Amnesty	VVP	amnesty
International	NP	International
senior	JJ	senior
crisis	NN	crisis
advisor	NN	advisor
and	CC	and
she	PP	she
investigates	VVZ	investigate
war	NN	war
crimes	NNS	crime
and	CC	and
human	JJ	human
rights	NNS	right
abuses	NNS	abuse
she's	NNS	she's
joining	VVG	join
us	PP	us
now	RB	now
from	IN	from
Dhaka	NP	Dhaka
thank	VVP	thank
you	PP	you
very	RB	very
much	RB	much
indeed	RB	indeed
for	IN	for
being	VBG	be
with	IN	with
us	PP	us
um	VVZ	um
how	WRB	how
do	VVP	do
you	PP	you
gather	VV	gather
the	DT	the
evidence	NN	evidence
for	IN	for
this	DT	this
first	JJ	first
of	IN	of
all	DT	all
uh	UH	uh
with	IN	with
the	DT	the
verified	VVN	verify
videos	NNS	video
and	CC	and
uh	UH	uh
still	RB	still
images	VVZ	image
uh	UH	uh
showing	VVG	show
the	DT	the
Israeli	JJ	Israeli
positions	NNS	position
located	VVN	locate
just	RB	just
north	RB	north
of	IN	of
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
um	NN	um
near	IN	near
theot	NP	theot
where	WRB	where
um	JJ	um
we	PP	we
saw	VVD	see
um	NNS	um
in	IN	in
images	NNS	image
taken	VVN	take
by	IN	by
um	JJ	um
G	NP	G
photographer	NN	photographer
um	NN	um
Israeli	JJ	Israeli
military	JJ	military
position	NN	position
with	IN	with
a	DT	a
hitzer	NN	hitzer
a	DT	a
109	CD	@card@
hitzer	VVZ	hitzer
uh	UH	uh
that	WDT	that
fires	VVZ	fire
155	CD	@card@
uh	UH	uh
millim	NN	millim
shells	NNS	shell
artillery	NN	artillery
shells	VVZ	shell
um	NNS	um
and	CC	and
with	IN	with
uh	UH	uh
artillery	NN	artillery
shells	NNS	shell
containing	VVG	contain
white	JJ	white
phosphorus	NN	phosphorus
uh	UH	uh
uh	UH	uh
at	IN	at
the	DT	the
ready	JJ	ready
and	CC	and
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
we've	NN	we've
verified	VVD	verify
videos	NNS	video
showing	VVG	show
uh	UH	uh
artillery	NN	artillery
shells	NNS	shell
um	NNS	um
being	VBG	be
air	NN	air
bursted	JJ	bursted
with	IN	with
white	JJ	white
phosphorus	NN	phosphorus
uh	UH	uh
over	IN	over
Gaza	NP	Gaza
City	NP	City
in	IN	in
at	IN	at
least	JJS	least
two	CD	two
uh	UH	uh
different	JJ	different
locations	NNS	location
now	RB	now
the	DT	the
Israeli	JJ	Israeli
military	NN	military
may	MD	may
say	VV	say
that	DT	that
um	NN	um
although	IN	although
they	PP	they
haven't	VVD	haven't
commented	VVN	comment
on	IN	on
this	DT	this
that	WDT	that
they	PP	they
would	MD	would
be	VB	be
using	VVG	use
it	PP	it
as	RB	as
um	VVZ	um
uh	UH	uh
as	RB	as
a	DT	a
smoke	NN	smoke
screen	NN	screen
for	IN	for
example	NN	example
which	WDT	which
is	VBZ	be
one	CD	one
of	IN	of
the	DT	the
uses	VVZ	use
it	PP	it
it	PP	it
can	MD	can
be	VB	be
put	VVN	put
to	TO	to
what	WP	what
is	VBZ	be
your	PP$	your
interpretation	NN	interpretation
of	IN	of
the	DT	the
pictures	NNS	picture
that	WDT	that
makes	VVZ	make
you	PP	you
think	VVP	think
that	IN/that	that
it	PP	it
was	VBD	be
actually	RB	actually
be	VB	be
used	VVN	use
being	VBG	be
used	VVN	use
in	IN	in
a	DT	a
different	JJ	different
fashion	NN	fashion
um	NNS	um
of	IN	of
course	VV	course
uh	UH	uh
white	JJ	white
phosphorus	NN	phosphorus
uh	UH	uh
can	NN	can
and	CC	and
is	VBZ	be
often	RB	often
used	VVN	use
as	IN	as
a	DT	a
smoke	NN	smoke
screen	NN	screen
but	CC	but
that	DT	that
is	VBZ	be
um	JJ	um
uh	UH	uh
a	DT	a
use	NN	use
for	IN	for
the	DT	the
battlefield	NN	battlefield
and	CC	and
uh	UH	uh
not	RB	not
for	IN	for
areas	NNS	area
that	WDT	that
are	VBP	be
populated	VVN	populate
by	IN	by
civilians	NNS	civilian
densely	RB	densely
populated	VVN	populate
with	IN	with
civilian	JJ	civilian
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
is	VBZ	be
one	CD	one
of	IN	of
the	DT	the
most	RBS	most
densely	RB	densely
populated	VVN	populate
territories	NNS	territory
in	IN	in
the	DT	the
world	NN	world
so	IN	so
uh	UH	uh
white	JJ	white
phosphorus	NN	phosphorus
should	MD	should
not	RB	not
be	VB	be
used	VVN	use
uh	UH	uh
in	IN	in
the	DT	the
gasa	NN	gasa
strip	NN	strip
where	WRB	where
there	EX	there
are	VBP	be
uh	UH	uh
so	RB	so
many	JJ	many
civilians	NNS	civilian
uh	UH	uh
and	CC	and
and	CC	and
this	DT	this
is	VBZ	be
the	DT	the
areas	NNS	area
where	WRB	where
we	PP	we
veryify	VVP	veryify
the	DT	the
videos	NNS	video
in	IN	in
Gaza	NP	Gaza
City	NP	City
um	NNS	um
the	DT	the
harbor	NN	harbor
area	NN	area
and	CC	and
the	DT	the
zun	NN	zun
neighborhood	NN	neighborhood
uh	UH	uh
these	DT	these
are	VBP	be
areas	NNS	area
that	WDT	that
were	VBD	be
full	JJ	full
of	IN	of
civilians	NNS	civilian
so	IN	so
we're	NN	we're
not	RB	not
talking	VVG	talk
about	IN	about
some	DT	some
uh	UH	uh
locations	NNS	location
which	WDT	which
are	VBP	be
a	DT	a
battlefield	NN	battlefield
devoid	JJ	devoid
of	IN	of
Civilian	JJ	civilian
population	NN	population
do	VVP	do
you	PP	you
have	VHP	have
any	DT	any
evidence	VV	evidence
uh	UH	uh
to	TO	to
suggest	VV	suggest
that	DT	that
anybody	NN	anybody
has	VHZ	have
actually	RB	actually
been	VBN	be
harmed	VVN	harm
by	IN	by
this	DT	this
uh	UH	uh
we	PP	we
do	VVP	do
not	RB	not
at	IN	at
the	DT	the
moment	NN	moment
and	CC	and
we	PP	we
have	VHP	have
not	RB	not
suggested	VVN	suggest
that	IN/that	that
we	PP	we
do	VV	do
uh	UH	uh
we	PP	we
note	VVP	note
of	IN	of
course	NN	course
that	IN/that	that
the	DT	the
medical	JJ	medical
facilities	NNS	facility
are	VBP	be
under	IN	under
terrible	JJ	terrible
strain	VV	strain
uh	UH	uh
and	CC	and
so	IN	so
we	PP	we
you	PP	you
know	VVP	know
we	PP	we
have	VHP	have
not	RB	not
heard	VVN	hear
of	IN	of
of	IN	of
any	DT	any
civilians	NNS	civilian
having	VHG	have
been	VBN	be
harmed	VVN	harm
at	IN	at
this	DT	this
stage	NN	stage
um	NNS	um
the	DT	the
fact	NN	fact
with	IN	with
white	JJ	white
phosphorus	NN	phosphorus
though	RB	though
and	CC	and
we	PP	we
saw	VVD	see
that	IN/that	that
very	RB	very
clearly	RB	clearly
when	WRB	when
white	JJ	white
phosphorus	NN	phosphorus
was	VBD	be
used	VVN	use
with	IN	with
devastating	JJ	devastating
effects	NNS	effect
previously	RB	previously
in	IN	in
the	DT	the
2008	CD	@card@
2009	CD	@card@
uh	UH	uh
conflict	NN	conflict
when	WRB	when
it	PP	it
was	VBD	be
used	VVN	use
it	PP	it
took	VVD	take
sometimes	RB	sometimes
for	IN	for
for	IN	for
doctors	NNS	doctor
to	TO	to
recognize	VV	recognize
the	DT	the
burns	NNS	burn
as	IN	as
having	VHG	have
been	VBN	be
from	IN	from
white	JJ	white
phosphorus	NN	phosphorus
because	IN	because
at	IN	at
the	DT	the
time	NN	time
the	DT	the
Israeli	JJ	Israeli
authorities	NNS	authority
were	VBD	be
denying	VVG	deny
having	VHG	have
used	VVN	use
it	PP	it
in	IN	in
the	DT	the
meantime	NN	meantime
patients	NNS	patient
died	VVD	die
white	JJ	white
phosphorus	NN	phosphorus
can	MD	can
remain	VV	remain
alive	JJ	alive
um	NNS	um
hidden	VVN	hide
under	IN	under
soil	NN	soil
or	CC	or
Rubble	NN	rubble
basically	RB	basically
it	PP	it
it	PP	it
burns	VVZ	burn
at	IN	at
a	DT	a
very	RB	very
high	JJ	high
temperature	NN	temperature
when	WRB	when
it	PP	it
comes	VVZ	come
into	IN	into
contact	NN	contact
with	IN	with
air	NN	air
so	IN	so
um	VVG	um
I	PP	I
myself	PP	myself
so	RB	so
in	IN	in
Gaza	NP	Gaza
at	IN	at
the	DT	the
time	NN	time
um	NN	um
white	JJ	white
phosphorous	JJ	phosphorous
soaked	VVN	soak
wedges	NNS	wedge
that	WDT	that
had	VHD	have
been	VBN	be
um	JJ	um
airburst	NN	airburst
from	IN	from
artillery	NN	artillery
by	IN	by
Israeli	JJ	Israeli
forces	NNS	force
into	IN	into
Gaza	NP	Gaza
that	WDT	that
were	VBD	be
hidden	VVN	hide
under	IN	under
sand	NN	sand
under	IN	under
soil	NN	soil
and	CC	and
then	RB	then
uh	UH	uh
children	NNS	child
and	CC	and
and	CC	and
other	JJ	other
passers	NNS	passers
by	IN	by
kicked	VVD	kick
them	PP	them
accidentally	RB	accidentally
as	IN	as
they	PP	they
passed	VVD	pass
days	NNS	day
and	CC	and
even	RB	even
weeks	NNS	week
after	IN	after
and	CC	and
of	IN	of
course	NN	course
as	RB	as
soon	RB	soon
as	IN	as
those	DT	those
came	VVD	come
into	IN	into
contact	NN	contact
with	IN	with
air	NN	air
they	PP	they
reignited	VVD	reignite
and	CC	and
that's	NNS	that's
how	WRB	how
people	NNS	people
got	VVD	get
burned	VVN	burn
I	PP	I
understand	VVP	understand
amnesty	NN	amnesty
is	VBZ	be
continuing	VVG	continue
to	TO	to
collect	VV	collect
evidence	NN	evidence
of	IN	of
this	DT	this
what	WP	what
do	VVP	do
you	PP	you
want	VVP	want
to	TO	to
be	VB	be
done	VVN	do
with	IN	with
the	DT	the
evidence	NN	evidence
that	IN/that	that
you've	NN	you've
brought	VVD	bring
pulled	VVN	pull
together	RB	together
well	RB	well
this	DT	this
is	VBZ	be
just	RB	just
one	CD	one
of	IN	of
the	DT	the
one	CD	one
of	IN	of
the	DT	the
uh	UH	uh
concerns	VVZ	concern
one	CD	one
of	IN	of
the	DT	the
violations	NNS	violation
that	IN/that	that
we	PP	we
are	VBP	be
uh	UH	uh
investigating	VVG	investigate
um	NNS	um
you	PP	you
know	VVP	know
we're	NN	we're
investigating	VVG	investigate
uh	UH	uh
indiscriminate	JJ	indiscriminate
bombardments	NNS	bombardment
that	WDT	that
are	VBP	be
continuing	VVG	continue
to	TO	to
kill	VV	kill
uh	UH	uh
civilians	NNS	civilian
in	IN	in
very	RB	very
large	JJ	large
numbers	VVZ	number
uh	UH	uh
entire	JJ	entire
families	NNS	family
are	VBP	be
being	VBG	be
uh	UH	uh
killed	VVN	kill
um	NNS	um
by	IN	by
bombardments	NNS	bombardment
on	IN	on
their	PP$	their
homes	NNS	home
uh	UH	uh
where	WRB	where
the	DT	the
inhabitants	NNS	inhabitant
of	IN	of
those	DT	those
homes	NNS	home
and	CC	and
the	DT	the
neighbors	NNS	neighbor
are	VBP	be
killed	VVN	kill
and	CC	and
injured	VVN	injure
in	IN	in
very	RB	very
large	JJ	large
numbers	VVZ	number
uh	UH	uh
and	CC	and
so	RB	so
this	DT	this
is	VBZ	be
uh	UH	uh
you	PP	you
know	VVP	know
part	NN	part
of	IN	of
the	DT	the
evidence	NN	evidence
that	IN/that	that
we	PP	we
are	VBP	be
collecting	VVG	collect
of	IN	of
course	NN	course
the	DT	the
first	JJ	first
uh	UH	uh
and	CC	and
most	RBS	most
important	JJ	important
and	CC	and
most	RBS	most
crucial	JJ	crucial
steps	NNS	step
that	WDT	that
needs	VVZ	need
to	TO	to
be	VB	be
taken	VVN	take
is	VBZ	be
that	IN/that	that
such	JJ	such
attacks	NNS	attack
that	WDT	that
are	VBP	be
so	RB	so
disproportionate	JJ	disproportionate
and	CC	and
indiscriminating	JJ	indiscriminating
nature	NN	nature
must	MD	must
stop	VV	stop
immediately	RB	immediately
because	IN	because
the	DT	the
number	NN	number
of	IN	of
victims	NNS	victim
every	DT	every
day	NN	day
is	VBZ	be
is	VBZ	be
enormous	JJ	enormous
and	CC	and
and	CC	and
secondly	RB	secondly
uh	UH	uh
of	IN	of
course	NN	course
those	DT	those
who	WP	who
are	VBP	be
responsible	JJ	responsible
for	IN	for
committing	VVG	commit
violations	NNS	violation
of	IN	of
international	JJ	international
humanitarian	JJ	humanitarian
law	NN	law
some	DT	some
of	IN	of
which	WDT	which
amount	NN	amount
to	TO	to
war	NN	war
crimes	NNS	crime
should	MD	should
be	VB	be
held	VVN	hold
accountable	JJ	accountable
Donatella	NP	Donatella
rera	NP	rera
is	VBZ	be
amnesty	NN	amnesty
International's	NP	International's
senior	JJ	senior
crisis	NN	crisis
advisor	NN	advisor
we	PP	we
appreciate	VVP	appreciate
you	PP	you
being	JJ	being
with	IN	with
us	PP	us
on	IN	on
Al	NP	Al
M	NP	M
thank	VVP	thank
you	PP	you
very	RB	very
much	RB	much
indeed	RB	indeed
for	IN	for
your	PP$	your
time	NN	time
thank	VV	thank
you	PP	you
</doc>	JJ	</doc>
