now	RB	now
a	DT	a
Jewish	JJ	Jewish
political	JJ	political
appointee	NN	appointee
in	IN	in
the	DT	the
US	NP	US
Interior	NP	Interior
Department	NP	Department
has	VHZ	have
resigned	VVN	resign
in	IN	in
protest	NN	protest
against	IN	against
President	NP	President
Joe	NP	Joe
Biden	NP	Biden
'	POS	'
s	JJ	s
support	NN	support
for	IN	for
Israel	NP	Israel
'	POS	'
s	NNS	s
warn	VVP	warn
Gaza	NP	Gaza
Lily	NP	Lily
Greenberg	NP	Greenberg
Co	NP	Co
who	WP	who
worked	VVD	work
on	IN	on
the	DT	the
Biden	NP	Biden
election	NN	election
campaign	NN	campaign
is	VBZ	be
the	DT	the
first	JJ	first
Jewish	JJ	Jewish
official	NN	official
to	TO	to
publicly	RB	publicly
resign	VV	resign
over	IN	over
the	DT	the
war	NN	war
let	NN	let
'	POS	'
s	NNS	s
go	VVP	go
to	TO	to
shab	NP	shab
Brans	NP	Brans
is	VBZ	be
live	JJ	live
for	IN	for
us	PP	us
in	IN	in
Washington	NP	Washington
DC	NP	DC
shab	VVP	shab
so	RB	so
talk	VV	talk
us	PP	us
through	IN	through
exactly	RB	exactly
what	WP	what
'	POS	'
s	RB	s
been	VBN	be
announced	VVN	announce
and	CC	and
it	PP	it
'	POS	'
s	NN	S
an	DT	an
interesting	JJ	interesting
thing	NN	thing
yes	NN	yes
she	PP	she
is	VBZ	be
the	DT	the
first	JJ	first
Jewish	JJ	Jewish
appointee	NN	appointee
in	IN	in
the	DT	the
Biden	NP	Biden
Administration	NP	Administration
to	TO	to
resign	VV	resign
but	CC	but
in	IN	in
fact	NN	fact
a	DT	a
member	NN	member
of	IN	of
the	DT	the
defense	NN	defense
Intelligence	NP	Intelligence
Agency	NP	Agency
on	IN	on
Monday	NP	Monday
resigned	VVN	resign
who	WP	who
was	VBD	be
also	RB	also
of	IN	of
Jewish	JJ	Jewish
descent	NN	descent
but	CC	but
he	PP	he
wasn	NP	wasn
'	POS	'
t	NN	t
an	DT	an
appointe	JJ	appointe
he	PP	he
'	''	'
d	SYM	d
been	VBN	be
working	VVG	work
his	PP$	his
way	NN	way
up	RP	up
up	IN	up
the	DT	the
system	NN	system
the	DT	the
DIA	NN	DIA
is	VBZ	be
the	DT	the
the	DT	the
Pentagon	NP	Pentagon
equivalent	NN	equivalent
of	IN	of
the	DT	the
CIA	NP	CIA
but	CC	but
I	NP	I
'	POS	'
ll	NNS	ll
give	VVP	give
you	PP	you
some	DT	some
Choice	NN	choice
bits	NNS	bit
from	IN	from
from	IN	from
the	DT	the
letter	NN	letter
itself	PP	itself
she	PP	she
talks	VVZ	talk
about	RB	about
how	WRB	how
much	JJ	much
she	PP	she
believed	VVD	believe
in	IN	in
Biden	NP	Biden
fighting	VVG	fight
for	IN	for
a	DT	a
better	JJR	good
America	NP	America
uh	UH	uh
but	CC	but
then	RB	then
she	PP	she
says	VVZ	say
um	NNS	um
that	IN/that	that
she	PP	she
she	PP	she
was	VBD	be
thrilled	VVN	thrill
to	TO	to
join	VV	join
the	DT	the
department	NN	department
of	IN	of
interior	JJ	interior
but	CC	but
but	CC	but
what	WP	what
